단축코드,표준코드,한글종목명,증권그룹구분코드,시가총액 규모 구분 코드 유가,지수업종 대분류 코드,지수 업종 중분류 코드,지수업종 소분류 코드,벤처기업 여부 (Y/N),저유동성종목 여부,KRX 종목 여부,ETP 상품구분코드,KRX100 종목 여부 (Y/N),KRX 자동차 여부,KRX 반도체 여부,KRX 바이오 여부,KRX 은행 여부,기업인수목적회사여부,KRX 에너지 화학 여부,KRX 철강 여부,단기과열종목구분코드,KRX 미디어 통신 여부,KRX 건설 여부,(코스닥)투자주의환기종목여부,KRX 증권 구분,KRX 선박 구분,KRX섹터지수 보험여부,KRX섹터지수 운송여부,"KOSDAQ150지수여부 (Y,N)",주식 기준가,정규 시장 매매 수량 단위,시간외 시장 매매 수량 단위,거래정지 여부,정리매매 여부,관리 종목 여부,시장 경고 구분 코드,시장 경고위험 예고 여부,불성실 공시 여부,우회 상장 여부,락구분 코드,액면가 변경 구분 코드,증자 구분 코드,증거금 비율,신용주문 가능 여부,신용기간,전일 거래량,주식 액면가,주식 상장 일자,상장 주수(천),자본금,결산 월,공모 가격,우선주 구분 코드,공매도과열종목여부,이상급등종목여부,KRX300 종목 여부 (Y/N),매출액,영업이익,경상이익,단기순이익,ROE(자기자본이익률),기준년월,전일기준 시가총액 (억),그룹사 코드,회사신용한도초과여부,담보대출가능여부,대주가능여부
014200,KR7014200000,광림,ST,3.0,1009,1030,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,6040,1,1,Y,N,Y,0,N,N,N,0,0,0,100,N,90,0,100,19930707,15117,1511778000,12,,0,,N,N,922,60,-1,-145,-9,20241231.0,913,,N,N,N
014470,KR7014470009,부방,ST,3.0,0,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1396,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,45355,500,19940225,60052,30026130000,12,,0,,N,N,1628,9,20,15,2,20250630.0,838,,N,N,N
014570,KR7014570006,고려제약,ST,3.0,1009,1024,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4245,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,16051,500,20001207,11000,5500000000,12,,0,,N,N,730,91,50,30,4,20241231.0,466,,N,N,N
014620,KR7014620009,성광벤드,ST,1.0,1009,1026,0,N,N,Y,,N,N,N,N,N,N,N,N,0,N,Y,N,N,N,N,N,Y,28200,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,384263,500,20010111,26557,14300000000,12,,0,,N,N,1218,215,198,156,6,20250630.0,7489,,N,N,Y
014940,KR7014940001,오리엔탈정공,ST,2.0,1009,1027,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,8960,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,1160448,500,20011226,45573,22786830500,12,,0,,N,N,1026,144,162,110,19,20250630.0,4083,,N,N,Y
014950,KR7014950000,삼익제약,ST,0.0,1009,1024,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,17000,1,1,N,N,N,2,N,N,N,0,0,0,100,N,90,2920575,100,20251027,9171,917141300,12,,0,,N,N,290,22,26,19,0,20250630.0,1559,,N,N,N
014970,KR7014970008,삼륭물산,ST,3.0,1009,1021,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,6180,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,34190,500,19921229,15125,7562500000,12,,0,,N,N,468,21,28,21,8,20250630.0,934,,N,N,N
015710,KR7015710007,코콤,ST,3.0,1009,1028,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3660,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,25955,500,19970930,17530,8765250000,12,,0,,N,N,1050,37,25,24,2,20241231.0,641,,N,N,N
015750,KR7015750003,성우하이텍,ST,2.0,1009,1030,0,N,N,Y,,N,Y,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,6330,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,600635,500,19951104,80000,40000000000,12,,0,,N,N,22029,1236,831,647,7,20250630.0,5064,,N,N,Y
016100,KR7016100000,리더스코스메틱,ST,3.0,1009,1021,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2255,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,22183,500,20030115,19100,9550447000,12,,0,,N,N,379,-24,-27,-27,-15,20250630.0,430,,N,N,N
016250,KR7016250003,SGC E&C,ST,3.0,1010,0,0,N,N,Y,,N,N,N,N,N,N,N,N,0,N,Y,N,N,N,N,N,N,12400,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,2245,5000,19991228,5036,25700070000,12,,0,,N,N,6660,265,-79,-79,-2,20250630.0,624,378,N,N,N
016600,KR7016600009,큐캐피탈,ST,3.0,1014,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,248,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,471690,500,19930621,178247,89123556000,12,,0,,N,N,187,28,29,18,1,20241231.0,442,,N,N,N
016670,KR7016670002,디모아,ST,3.0,1011,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5920,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,26569,500,19930421,7594,3797117000,12,,0,,N,N,67,24,0,1,1,20250331.0,449,,N,N,N
016790,KR7016790008,현대사료,ST,3.0,1009,1019,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,994,1,1,Y,N,Y,0,N,N,N,0,0,0,100,N,90,0,100,20180601,188471,18847172900,12,,0,,N,N,549,28,32,29,7,20250630.0,1873,,N,N,N
016920,KR7016920001,카스,ST,3.0,1011,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1090,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,166287,500,19900104,26493,13246769000,12,,0,,N,N,775,12,-13,-8,-2,20250630.0,288,,N,N,N
017000,KR7017000001,신원종합개발,ST,3.0,1010,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2465,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,24854,5000,19941207,11668,60989616000,12,,0,,N,N,2598,150,28,55,5,20241231.0,287,,N,N,N
017250,KR7017250002,인터엠,ST,3.0,1009,1028,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1099,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,9007,500,19960103,21045,10522733500,9,,0,,N,N,412,16,4,4,1,20250630.0,231,,N,N,N
017480,KR7017480005,삼현철강,ST,3.0,1009,1026,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4535,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,26774,500,20010109,15702,8551445000,12,,0,,N,N,2237,36,69,55,3,20241231.0,712,,N,N,N
017510,KR7017510009,세명전기,ST,3.0,1009,1026,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,11300,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1215500,500,19911226,15246,7623000000,12,,0,,N,N,144,30,56,47,6,20241231.0,1722,,N,N,N
017650,KR7017650003,대림제지,ST,3.0,1009,1021,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,7200,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,3901,500,19941107,9000,4500000000,12,,0,,N,N,826,79,90,73,5,20250630.0,648,,N,N,N
017890,KR7017890005,한국알콜,ST,2.0,1009,1023,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,9410,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,43062,500,19920804,21273,10802880000,12,,0,,N,N,2143,159,253,207,7,20250630.0,2001,,N,N,N
018000,KR7018000000,유니슨,ST,2.0,1009,1027,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1264,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1942691,500,19960110,221714,110857091000,12,,0,,N,N,194,-35,-111,-111,-36,20250630.0,2802,,N,N,N
018120,KR7018120006,진로발효,ST,3.0,1009,1019,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,18150,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1851,500,19931229,6621,3533010000,12,,0,,N,N,518,100,107,87,19,20250630.0,1201,,N,N,N
018290,KR7018290007,브이티,ST,1.0,1009,1023,0,N,N,Y,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,23550,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,364993,500,19940907,34941,17899003500,12,,0,,N,Y,2120,581,576,446,34,20250630.0,8228,,N,N,Y
018310,KR7018310003,삼목에스폼,ST,2.0,1009,1026,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,19920,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,6589,500,19960503,14700,7350000000,12,,0,,N,N,1703,165,186,86,3,20250630.0,2928,,N,N,N
018620,KR7018620005,우진비앤지,ST,3.0,1009,1024,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,839,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,43037,500,20080520,28889,14444646500,12,,0,,N,N,281,6,8,12,13,20250630.0,242,,N,N,N
018680,KR7018680009,서울제약,ST,3.0,1009,1024,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2960,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,23974,500,20000818,11659,5829659500,12,,0,,N,N,536,15,18,17,4,20241231.0,345,,N,N,N
018700,KR7018700005,바른손,ST,3.0,1011,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,962,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,46579,1000,19940318,35119,35119757000,12,,0,,N,N,335,5,7,7,8,20250630.0,337,,N,N,N
019010,KR7019010008,베뉴지,ST,3.0,1011,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2440,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,24970,500,19931105,48200,24100000000,12,,0,,N,N,237,89,289,220,12,20250630.0,1176,,N,N,N
019210,KR7019210004,와이지-원,ST,3.0,1009,1026,0,N,N,Y,,N,N,N,N,N,N,N,N,0,N,N,N,N,Y,N,N,N,5070,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,58977,500,19970806,33573,16786909500,12,,0,,N,N,2924,246,109,67,3,20250630.0,1702,,N,N,N
019540,KR7019540004,일지테크,ST,3.0,1009,1030,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3820,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,34928,500,19921103,13513,6756750000,12,,0,,N,N,4219,184,191,164,21,20250630.0,516,,N,N,N
019550,KR7019550003,SBI인베스트먼트,ST,3.0,1014,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,690,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,396189,500,19890906,162066,83533287500,12,,0,,N,N,287,117,118,114,9,20241231.0,1118,,N,N,N
019570,KR7019570001,플루토스,ST,3.0,1014,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,269,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,181333,500,19890314,67110,33555021000,12,,0,,N,N,49,7,13,13,7,20250630.0,180,,N,N,N
019660,KR7019660000,글로본,ST,3.0,1011,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3055,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,29142,500,19920604,13944,6972166500,12,,0,,N,N,173,2,6,6,5,20241231.0,425,,N,N,N
019770,KR7019770007,서연탑메탈,ST,3.0,1009,1027,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3620,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,11234,500,20110624,11650,5825000000,12,,0,,N,N,1824,93,102,93,11,20241231.0,421,,N,N,N
019990,KR7019990001,에너토크,ST,3.0,1009,1027,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,8210,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,165209,500,20060201,9756,4878044000,12,,0,,N,N,105,-9,-11,-8,-4,20250630.0,800,,N,N,N
020180,KR7020180006,대신정보통신,ST,3.0,0,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1012,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,193798,500,19951006,38428,19214457500,3,,0,,N,N,2029,91,73,57,16,20250331.0,388,,N,N,N
020400,KR7020400008,대동금속,ST,3.0,1009,1026,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5890,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,3320,1000,19930730,3189,3189166000,12,,0,,N,N,995,-65,-73,-58,-12,20241231.0,187,,N,N,N
020710,KR7020710000,시공테크,ST,3.0,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3940,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,191980,500,19990813,20047,10023985000,12,,0,,N,N,885,70,94,81,10,20250630.0,789,,N,N,N
021040,KR7021040001,대호특수강,ST,3.0,1009,1026,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1341,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,128687,2500,19960827,21704,54261935000,12,,0,,N,N,1408,22,-2,-1,0,20250630.0,291,,N,N,N
021045,KR7021041009,대호특수강우,ST,0.0,1009,1026,0,N,Y,N,,N,N,N,N,N,N,N,N,3,N,N,N,N,N,N,N,N,2820,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,7812,2500,20010913,848,2121230000,12,,2,,N,N,0,0,0,0,0,,23,,N,N,N
021080,KR7021080007,에이티넘인베스트,ST,3.0,1014,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2475,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,137522,500,19910712,48000,24000000000,12,,0,,N,N,517,135,138,108,6,20241231.0,1188,,N,N,N
021320,KR7021320007,KCC건설,ST,3.0,1010,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4700,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,17834,5000,20010821,21400,107000000000,12,,0,,N,N,18270,646,224,160,3,20241231.0,1005,KCC,N,N,N
021650,KR7021650007,한국큐빅,ST,3.0,1009,1023,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2240,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,10248,500,20030124,16350,8175281500,12,,0,,N,N,1220,66,53,35,7,20250630.0,366,,N,N,N
021880,KR7021880000,메이슨캐피탈,ST,3.0,1014,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,262,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,131599,500,19960902,212184,106092204000,3,,0,,N,N,52,-5,-5,-6,-3,20250630.0,555,,N,N,N
022220,KR7022220008,티케이지애강,ST,3.0,1009,1023,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,715,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,77923,500,20060411,51794,25897289500,12,,0,,N,N,304,-41,-44,-35,-7,20250630.0,370,,N,N,N
023160,KR7023160005,태광,ST,2.0,1009,1026,0,N,N,Y,,N,N,N,N,N,N,N,N,0,N,N,N,N,Y,N,N,N,24450,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,461285,500,19940907,26500,13250000000,12,,0,,N,N,1350,151,300,236,9,20250630.0,6479,,N,N,Y
023410,KR7023410004,유진기업,ST,2.0,1009,1025,0,N,N,Y,,N,N,N,N,N,N,N,N,0,N,Y,N,N,N,N,N,N,3300,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,186910,500,19941007,77310,38655431500,12,,0,,N,N,6310,20,1148,980,20,20250630.0,2551,,N,N,N
023440,KR7023440001,제이스코홀딩스,ST,3.0,1009,1026,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1356,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,324153,500,19941007,88616,44308022000,12,,0,,N,N,186,-57,-104,-104,-35,20250630.0,1201,,N,N,N
023600,KR7023600000,삼보판지,ST,3.0,1009,1021,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,9120,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,9272,500,19960529,16008,8085000000,12,,0,,N,N,2633,168,211,175,5,20250630.0,1459,,N,N,N
023760,KR7023760002,한국캐피탈,ST,2.0,1014,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,767,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,669371,500,19941107,315609,157804788000,12,,0,,N,N,2522,612,587,462,13,20250630.0,2420,,N,N,N
023770,KR7023770001,플레이위드,ST,3.0,0,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4100,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,134846,500,19941107,8946,4473247500,12,,0,,N,N,323,-85,-68,-69,-31,20241231.0,366,,N,N,N
023790,KR7023790009,동일스틸럭스,ST,3.0,1009,1026,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1835,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,604218,500,19941107,26139,13069808500,12,,0,,N,N,166,-18,-42,-50,-29,20241231.0,479,,N,N,N
023900,KR7023900004,풍국주정,ST,3.0,1009,1019,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,9090,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,9924,500,19941123,12600,6300000000,12,,0,,N,N,811,72,81,67,6,20250630.0,1145,,N,N,N
023910,KR7023910003,대한약품,ST,3.0,1009,1024,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,30050,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,20168,500,19941123,6000,3000000000,12,,0,,N,N,2042,381,423,338,13,20241231.0,1803,,N,N,N
024060,KR7024060006,흥구석유,ST,3.0,1011,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,12190,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,155641,100,19941207,15000,1500000000,12,,0,,N,N,1169,-3,8,6,1,20241231.0,1828,,N,N,N
024120,KR7024120008,KB오토시스,ST,3.0,1009,1030,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3400,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,46096,500,19941207,11500,5750000000,12,,0,,N,N,1072,41,9,3,1,20250630.0,391,,N,N,N
024740,KR7024740003,한일단조,ST,3.0,1009,1030,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2145,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,189062,500,19961129,32897,16448524500,12,,0,,N,N,626,22,9,10,1,20250630.0,705,,N,N,N
024800,KR7024800005,유성티엔에스,ST,3.0,1013,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2290,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,22303,500,19991210,37051,18525906000,12,,0,,N,N,388,11,242,254,10,20250630.0,848,,N,N,N
024830,KR7024830002,세원물산,ST,3.0,1009,1030,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,9600,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1811,500,19941229,8350,4175000000,12,,0,,N,N,2309,13,251,220,6,20241231.0,801,,N,N,N
024840,KR7024840001,KBI메탈,ST,3.0,1009,1026,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1773,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,420741,500,19941229,34909,17454599500,12,,0,,N,N,3856,31,6,7,1,20250630.0,618,,N,N,N
024850,KR7024850000,HLB이노베이션,ST,2.0,1009,1028,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1810,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,405686,500,20010118,144536,72268056000,12,,0,,N,N,165,-193,-203,-194,-17,20250630.0,2616,,N,N,N
024880,KR7024880007,케이피에프,ST,3.0,1009,1026,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5100,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,56284,500,19941229,20682,10341399000,12,,0,,N,N,3947,247,161,133,11,20250630.0,1054,,N,N,N
024910,KR7024910002,경창산업,ST,3.0,1009,1030,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1465,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,33691,500,19941229,35819,17909502500,12,,0,,N,N,3525,56,13,11,3,20250630.0,524,,N,N,N
024940,KR7024940009,PN풍년,ST,3.0,1011,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4985,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,42331,500,19950104,10000,5000000000,12,,0,,N,N,281,9,24,20,8,20250630.0,498,,N,N,N
024950,KR7024950008,삼천리자전거,ST,3.0,1011,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4075,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,30489,500,19950104,13273,6636788500,12,,0,,N,N,963,74,89,71,11,20250630.0,540,,N,N,N
025320,KR7025320003,시노펙스,ST,2.0,1009,1028,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,6110,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,335121,500,19950420,87733,44299829500,12,,0,,N,N,1349,124,97,84,10,20250630.0,5360,,N,N,Y
025440,KR7025440009,DH오토웨어,ST,3.0,1009,1028,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,766,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,288347,500,19950522,48781,24390612000,12,,0,,N,N,2136,-23,17,16,5,20250630.0,373,,N,N,N
025550,KR7025550005,한국선재,ST,3.0,1009,1026,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3710,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,155495,500,19950619,25514,13368129000,12,,0,,N,N,1095,54,63,49,4,20250630.0,946,,N,N,N
025770,KR7025770009,한국정보통신,ST,2.0,0,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,8010,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,17675,500,19980120,37444,19406371500,12,,0,,N,N,3972,241,255,195,12,20250630.0,2999,,N,N,N
025870,KR7025870007,신라에스지,ST,3.0,1011,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5340,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,2389,500,19950707,4000,2000000000,12,,0,,N,N,343,-10,-13,-13,-15,20250630.0,213,,N,N,N
025880,KR7025880006,케이씨피드,ST,3.0,1009,1019,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2560,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,38237,500,19950707,16715,8357929000,12,,0,,N,N,575,51,54,49,13,20250630.0,427,,N,N,N
025900,KR7025900002,동화기업,ST,2.0,1009,1021,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,9760,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,69168,200,19950807,50557,10611457000,12,,0,,N,N,4079,-68,-580,-226,-4,20250630.0,4934,,N,N,Y
025950,KR7025950007,동신건설,ST,3.0,1010,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,14540,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,22328,500,19950807,8400,4200000000,12,,0,,N,N,690,6,41,30,3,20241231.0,1221,,N,N,N
025980,KR7025980004,아난티,ST,1.0,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,7130,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,2333105,100,19960106,94699,9769953600,12,,0,,N,N,1191,-57,-404,-352,-11,20250630.0,6752,,N,N,Y
026040,KR7026040006,제이에스티나,ST,3.0,1009,1031,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2635,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,209983,500,19991221,16503,8684795000,12,,0,,N,N,744,-26,-15,-15,-4,20241231.0,434,,N,N,N
026150,KR7026150003,특수건설,ST,3.0,1010,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5430,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,54642,500,19970806,17546,8773165500,12,,0,,N,N,940,6,160,133,23,20250630.0,952,,N,N,N
026910,KR7026910000,광진실업,ST,3.0,1009,1026,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2510,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,10592,500,19960103,6405,3202702500,12,,0,,N,N,294,-23,-29,-22,-19,20250630.0,160,,N,N,N
027040,KR7027040005,서울전자통신,ST,3.0,1009,1028,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,193,1,1,N,N,Y,0,N,N,N,0,0,0,100,N,90,333700,100,19991203,69588,6958884700,12,,0,,N,N,180,-1,-39,-41,-69,20250630.0,134,,N,N,N
027050,KR7027050004,코리아나,ST,3.0,1009,1023,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2300,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,332454,500,19991210,40000,20000000000,12,,0,,N,N,396,-14,-8,3,1,20250630.0,920,,N,N,N
027360,KR7027360007,아주IB투자,ST,2.0,1014,0,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,2070,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,246064,500,20181121,121145,60572703000,12,,0,,N,N,278,39,36,30,2,20250630.0,2507,,N,N,N
027580,KR7027580000,상보,ST,3.0,1009,1023,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,791,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,183544,500,20071001,59181,29590639500,12,,0,,N,N,274,-21,-43,-43,-17,20250630.0,468,,N,N,N
027710,KR7027710003,팜스토리,ST,3.0,1009,1019,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1214,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,318742,500,19960706,111416,57508629000,12,,0,,N,N,7279,196,292,227,17,20250630.0,1352,,N,N,N
